Date,Rented Bike Count,Hour,Temperature,Humidity,Wind speed,Visibility,Dew point temperature,Solar Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning Day
11/02/2018,181,15,-2.6,31,2.7,1987,-17.4,1.36,0,0,Winter,No Holiday,Yes
11/02/2018,175,16,-3.6,36,4.4,2000,-16.5,0.67,0,0,Winter,No Holiday,Yes
11/02/2018,198,17,-4.2,47,2.7,2000,-13.8,0.31,0,0,Winter,No Holiday,Yes
11/02/2018,150,18,-4.6,56,3.6,2000,-12,0.09,0,0,Winter,No Holiday,Yes
11/02/2018,147,19,-5.2,66,3.1,2000,-10.5,0,0,0,Winter,No Holiday,Yes
11/02/2018,127,20,-5.7,67,2.6,2000,-10.8,0,0,0,Winter,No Holiday,Yes
11/02/2018,119,21,-5.6,69,2.2,1984,-10.3,0,0,0,Winter,No Holiday,Yes
11/02/2018,103,22,-5.8,57,3.2,1980,-12.9,0,0,0,Winter,No Holiday,Yes
11/02/2018,91,23,-7,49,3.4,1984,-15.9,0,0,0,Winter,No Holiday,Yes
12/02/2018,103,0,-7.7,52,3.2,1982,-15.8,0,0,0,Winter,No Holiday,Yes
12/02/2018,69,1,-7.9,52,3.7,1961,-16,0,0,0,Winter,No Holiday,Yes
12/02/2018,45,2,-8.3,49,2.7,2000,-17.1,0,0,0,Winter,No Holiday,Yes
12/02/2018,21,3,-8.5,35,2.7,2000,-21.2,0,0,0,Winter,No Holiday,Yes
12/02/2018,33,4,-8.6,31,3.5,2000,-22.7,0,0,0,Winter,No Holiday,Yes
12/02/2018,30,5,-9.2,37,1.1,2000,-21.2,0,0,0,Winter,No Holiday,Yes
12/02/2018,109,6,-9.5,36,1.5,2000,-21.8,0,0,0,Winter,No Holiday,Yes
12/02/2018,236,7,-9.5,35,1.1,2000,-22.1,0,0,0,Winter,No Holiday,Yes
12/02/2018,517,8,-9.1,33,2.1,1998,-22.4,0.03,0,0,Winter,No Holiday,Yes
12/02/2018,262,9,-8.4,28,2.2,1947,-23.7,0.49,0,0,Winter,No Holiday,Yes
12/02/2018,161,10,-6.7,23,2.4,1938,-24.4,1.25,0,0,Winter,No Holiday,Yes
12/02/2018,190,11,-6.1,25,2.8,1976,-22.9,1.28,0,0,Winter,No Holiday,Yes
12/02/2018,202,12,-4.6,32,4.2,1874,-18.8,1.43,0,0,Winter,No Holiday,Yes
12/02/2018,246,13,-2.7,29,2.9,1961,-18.3,2.29,0,0,Winter,No Holiday,Yes
12/02/2018,182,14,-2.4,30,3.4,1824,-17.6,2.08,0,0,Winter,No Holiday,Yes
12/02/2018,228,15,-2.1,30,3.9,1933,-17.3,2.22,0,0,Winter,No Holiday,Yes
12/02/2018,239,16,-2.4,33,4.5,1815,-16.5,1.55,0,0,Winter,No Holiday,Yes
12/02/2018,288,17,-3.1,36,4.4,1988,-16,0.89,0,0,Winter,No Holiday,Yes
12/02/2018,475,18,-4.4,46,3.5,2000,-14.3,0.23,0,0,Winter,No Holiday,Yes
12/02/2018,340,19,-4.9,52,2,2000,-13.2,0,0,0,Winter,No Holiday,Yes
12/02/2018,244,20,-4.7,55,1.7,2000,-12.3,0,0,0,Winter,No Holiday,Yes
12/02/2018,253,21,-4.3,59,3,1239,-11.1,0,0,0,Winter,No Holiday,Yes
12/02/2018,200,22,-4.2,57,1.7,2000,-11.4,0,0,0,Winter,No Holiday,Yes
12/02/2018,140,23,-4.4,58,2.4,2000,-11.4,0,0,0,Winter,No Holiday,Yes
13/02/2018,158,0,-5,60,1.8,1995,-11.5,0,0,0,Winter,No Holiday,Yes
13/02/2018,146,1,-5.5,60,1.3,1994,-12,0,0,0,Winter,No Holiday,Yes
13/02/2018,106,2,-6,58,2,2000,-12.9,0,0,0,Winter,No Holiday,Yes
13/02/2018,70,3,-6.2,61,1.3,1992,-12.5,0,0,0,Winter,No Holiday,Yes
13/02/2018,46,4,-6.4,62,1.8,1978,-12.4,0,0,0,Winter,No Holiday,Yes
13/02/2018,51,5,-6.7,64,1.6,1981,-12.3,0,0,0,Winter,No Holiday,Yes
13/02/2018,96,6,-7.1,70,1,1977,-11.6,0,0,0,Winter,No Holiday,Yes
13/02/2018,294,7,-7.2,70,1.9,1946,-11.7,0,0,0,Winter,No Holiday,Yes
13/02/2018,568,8,-7.1,68,0.6,1931,-12,0.03,0,0,Winter,No Holiday,Yes
13/02/2018,285,9,-5.9,52,1.4,1935,-14.1,0.53,0,0,Winter,No Holiday,Yes
13/02/2018,200,10,-2.4,41,1.5,1905,-13.8,1.19,0,0,Winter,No Holiday,Yes
13/02/2018,252,11,-0.3,40,3.4,1728,-12.2,1.73,0,0,Winter,No Holiday,Yes
13/02/2018,281,12,1,41,3.3,1794,-10.8,2.11,0,0,Winter,No Holiday,Yes
13/02/2018,256,13,2.6,40,3.5,1854,-9.6,2.28,0,0,Winter,No Holiday,Yes
13/02/2018,300,14,3.7,39,3.8,1908,-9,2.19,0,0,Winter,No Holiday,Yes
13/02/2018,295,15,3.7,40,5.3,1950,-8.6,1.96,0,0,Winter,No Holiday,Yes
13/02/2018,328,16,3.9,41,4,1973,-8.1,1.24,0,0,Winter,No Holiday,Yes
13/02/2018,410,17,3.5,46,3.1,1992,-7,0.39,0,0,Winter,No Holiday,Yes
13/02/2018,604,18,3.1,50,3.7,2000,-6.3,0.07,0,0,Winter,No Holiday,Yes
13/02/2018,406,19,2.4,57,3.2,1995,-5.2,0,0,0,Winter,No Holiday,Yes
13/02/2018,323,20,2.3,59,3.8,1981,-4.9,0,0,0,Winter,No Holiday,Yes
13/02/2018,290,21,2.6,57,3.8,2000,-5,0,0,0,Winter,No Holiday,Yes
13/02/2018,291,22,2.6,57,3.1,2000,-5,0,0,0,Winter,No Holiday,Yes
13/02/2018,211,23,2.4,59,3.2,2000,-4.8,0,0,0,Winter,No Holiday,Yes
14/02/2018,178,0,2,65,2.2,1885,-3.9,0,0,0,Winter,No Holiday,Yes
14/02/2018,213,1,1.3,67,1.2,1738,-4.1,0,0,0,Winter,No Holiday,Yes
14/02/2018,129,2,1.2,64,0.9,1680,-4.8,0,0,0,Winter,No Holiday,Yes
14/02/2018,101,3,1.1,65,1,1596,-4.7,0,0,0,Winter,No Holiday,Yes
14/02/2018,51,4,1.1,67,1.7,1506,-4.3,0,0,0,Winter,No Holiday,Yes
14/02/2018,56,5,1,68,0.6,1519,-4.2,0,0,0,Winter,No Holiday,Yes
14/02/2018,108,6,1.1,66,0.9,1550,-4.5,0,0,0,Winter,No Holiday,Yes
14/02/2018,292,7,1.3,66,1.1,1534,-4.3,0,0,0,Winter,No Holiday,Yes
14/02/2018,606,8,2.1,65,1.1,1559,-3.8,0.01,0,0,Winter,No Holiday,Yes
14/02/2018,326,9,3.9,64,2.9,1483,-2.3,0.18,0,0,Winter,No Holiday,Yes
14/02/2018,241,10,5.2,65,3.9,1313,-0.8,0.56,0,0,Winter,No Holiday,Yes
14/02/2018,288,11,6.3,67,3.5,1179,0.6,0.52,0,0,Winter,No Holiday,Yes
14/02/2018,312,12,6.9,67,3.9,986,1.1,0.42,0,0,Winter,No Holiday,Yes
14/02/2018,349,13,7.2,65,3.8,773,1,0.61,0,0,Winter,No Holiday,Yes
14/02/2018,398,14,7.8,57,3.5,675,-0.2,1.34,0,0,Winter,No Holiday,Yes
14/02/2018,461,15,8.7,48,4.1,767,-1.7,1.68,0,0,Winter,No Holiday,Yes
14/02/2018,447,16,8,36,3.5,1013,-6.1,1.09,0,0,Winter,No Holiday,Yes
14/02/2018,484,17,6.6,34,2.8,1300,-8.1,0.42,0,0,Winter,No Holiday,Yes
14/02/2018,559,18,5.1,34,2.3,1440,-9.5,0.09,0,0,Winter,No Holiday,Yes
14/02/2018,316,19,3.9,37,1.4,1417,-9.4,0,0,0,Winter,No Holiday,Yes
14/02/2018,262,20,2.8,29,2.8,1473,-13.5,0,0,0,Winter,No Holiday,Yes
14/02/2018,216,21,1.7,27,3.1,1734,-15.3,0,0,0,Winter,No Holiday,Yes
14/02/2018,218,22,0.3,33,4,1436,-14.1,0,0,0,Winter,No Holiday,Yes
14/02/2018,160,23,-0.3,35,2.1,1577,-13.9,0,0,0,Winter,No Holiday,Yes
15/02/2018,126,0,-0.7,37,3.5,1716,-13.6,0,0,0,Winter,Holiday,Yes
15/02/2018,123,1,-1.1,38,2.8,1999,-13.6,0,0,0,Winter,Holiday,Yes
15/02/2018,112,2,-1.2,35,2.2,2000,-14.7,0,0,0,Winter,Holiday,Yes
15/02/2018,74,3,-1.4,34,2.1,2000,-15.2,0,0,0,Winter,Holiday,Yes
15/02/2018,58,4,-1.9,34,3,2000,-15.7,0,0,0,Winter,Holiday,Yes
15/02/2018,32,5,-2.4,33,3.1,2000,-16.5,0,0,0,Winter,Holiday,Yes
15/02/2018,39,6,-2.6,38,1,2000,-15,0,0,0,Winter,Holiday,Yes
15/02/2018,55,7,-3,40,0.9,2000,-14.7,0,0,0,Winter,Holiday,Yes
15/02/2018,112,8,-3,38,1,2000,-15.4,0,0,0,Winter,Holiday,Yes
15/02/2018,112,9,-3.5,30,1.5,1980,-18.6,0,0,0,Winter,Holiday,Yes
15/02/2018,127,10,-1.6,26,1.9,1980,-18.6,1.29,0,0,Winter,Holiday,Yes
15/02/2018,170,11,0.1,22,2,2000,-19.1,1.84,0,0,Winter,Holiday,Yes
15/02/2018,174,12,1.7,20,3,1983,-18.9,2.28,0,0,Winter,Holiday,Yes
15/02/2018,240,13,2.2,18,3.4,1942,-19.7,2.3,0,0,Winter,Holiday,Yes
15/02/2018,270,14,2.9,14,4.3,2000,-22,2.29,0,0,Winter,Holiday,Yes
15/02/2018,276,15,3.8,17,3.2,2000,-19,1.97,0,0,Winter,Holiday,Yes
15/02/2018,273,16,3.2,16,3,2000,-20.2,1.45,0,0,Winter,Holiday,Yes
15/02/2018,236,17,2.4,17,3.1,1990,-20.2,0.78,0,0,Winter,Holiday,Yes
15/02/2018,190,18,1.1,18,2.5,2000,-20.6,0.2,0,0,Winter,Holiday,Yes
15/02/2018,166,19,0.1,21,2.9,2000,-19.7,0,0,0,Winter,Holiday,Yes
15/02/2018,148,20,-0.4,27,2.2,2000,-17.1,0,0,0,Winter,Holiday,Yes
15/02/2018,134,21,-1.1,32,2.4,2000,-15.7,0,0,0,Winter,Holiday,Yes
15/02/2018,145,22,-1.9,30,0.8,2000,-17.2,0,0,0,Winter,Holiday,Yes
15/02/2018,92,23,-2.5,31,1.4,1996,-17.3,0,0,0,Winter,Holiday,Yes
16/02/2018,105,0,-3.3,35,1.8,1977,-16.6,0,0,0,Winter,Holiday,Yes
16/02/2018,77,1,-3.6,35,2,1943,-16.8,0,0,0,Winter,Holiday,Yes
16/02/2018,47,2,-4.1,38,1.2,1996,-16.3,0,0,0,Winter,Holiday,Yes
16/02/2018,36,3,-4.4,37,1.7,1989,-16.9,0,0,0,Winter,Holiday,Yes
16/02/2018,35,4,-4.5,42,1.4,1944,-15.5,0,0,0,Winter,Holiday,Yes
16/02/2018,28,5,-5,44,0.9,1976,-15.3,0,0,0,Winter,Holiday,Yes
16/02/2018,30,6,-5.2,42,0.7,1980,-16.1,0,0,0,Winter,Holiday,Yes
16/02/2018,49,7,-5.4,41,0.3,2000,-16.6,0,0,0,Winter,Holiday,Yes
16/02/2018,68,8,-5.4,38,0.7,2000,-17.5,0.04,0,0,Winter,Holiday,Yes
16/02/2018,48,9,-4.3,33,0.7,1923,-18.2,0.6,0,0,Winter,Holiday,Yes
16/02/2018,78,10,-1.3,32,1.5,1933,-15.9,1.24,0,0,Winter,Holiday,Yes
16/02/2018,93,11,1,25,1.4,1782,-16.8,1.7,0,0,Winter,Holiday,Yes
16/02/2018,137,12,2.2,19,1.4,1946,-19.1,2.01,0,0,Winter,Holiday,Yes
16/02/2018,169,13,3.5,17,3.2,1971,-19.3,2.2,0,0,Winter,Holiday,Yes
16/02/2018,196,14,4.2,18,3.3,1976,-18,2.25,0,0,Winter,Holiday,Yes
16/02/2018,243,15,4,26,3.5,2000,-13.8,1.75,0,0,Winter,Holiday,Yes
16/02/2018,189,16,3.3,38,3.8,1921,-9.6,1.33,0,0,Winter,Holiday,Yes
16/02/2018,210,17,2.5,48,4.2,1979,-7.4,0.76,0,0,Winter,Holiday,Yes
16/02/2018,165,18,1.4,56,3.2,1932,-6.4,0.22,0,0,Winter,Holiday,Yes
16/02/2018,126,19,0.6,59,2.3,1939,-6.5,0,0,0,Winter,Holiday,Yes
16/02/2018,150,20,0.2,61,1.9,1956,-6.4,0,0,0,Winter,Holiday,Yes
16/02/2018,114,21,0.1,67,2.5,1451,-5.3,0,0,0,Winter,Holiday,Yes
16/02/2018,116,22,-0.6,70,3.4,1204,-5.4,0,0,0,Winter,Holiday,Yes
16/02/2018,84,23,-2,51,3.2,1336,-10.8,0,0,0,Winter,Holiday,Yes
17/02/2018,79,0,-2.7,41,3.2,1695,-14.1,0,0,0,Winter,Holiday,Yes
17/02/2018,71,1,-3.1,36,3.5,2000,-16,0,0,0,Winter,Holiday,Yes
17/02/2018,56,2,-3.8,30,3.9,2000,-18.8,0,0,0,Winter,Holiday,Yes
17/02/2018,34,3,-4.5,28,3,2000,-20.3,0,0,0,Winter,Holiday,Yes
17/02/2018,20,4,-5.2,28,2.5,2000,-20.9,0,0,0,Winter,Holiday,Yes
17/02/2018,14,5,-5.7,31,2.3,1999,-20.1,0,0,0,Winter,Holiday,Yes
17/02/2018,39,6,-6.2,32,2.5,2000,-20.2,0,0,0,Winter,Holiday,Yes
17/02/2018,35,7,-6.8,32,1.6,2000,-20.7,0,0,0,Winter,Holiday,Yes
17/02/2018,80,8,-7.1,30,1.7,1991,-21.7,0.04,0,0,Winter,Holiday,Yes
17/02/2018,98,9,-6.5,26,2.4,1874,-22.8,0.64,0,0,Winter,Holiday,Yes
17/02/2018,103,10,-4.3,21,1.4,1908,-23.4,1.34,0,0,Winter,Holiday,Yes
17/02/2018,155,11,-2.8,19,2.6,1957,-23.2,1.91,0,0,Winter,Holiday,Yes
17/02/2018,183,12,-1.3,17,1.5,1998,-23.2,2.28,0,0,Winter,Holiday,Yes
17/02/2018,193,13,-0.4,15,2.4,1938,-23.9,2.46,0,0,Winter,Holiday,Yes
17/02/2018,258,14,-0.1,15,4,2000,-23.7,2.39,0,0,Winter,Holiday,Yes
17/02/2018,273,15,1,14,4.6,2000,-23.5,2.12,0,0,Winter,Holiday,Yes
17/02/2018,267,16,1.3,15,4.2,2000,-22.5,1.63,0,0,Winter,Holiday,Yes
17/02/2018,250,17,0.6,17,3.3,2000,-21.7,0.79,0,0,Winter,Holiday,Yes
17/02/2018,223,18,-0.3,17,1.9,2000,-22.4,0.2,0,0,Winter,Holiday,Yes
17/02/2018,169,19,-1.5,32,2.5,2000,-16,0,0,0,Winter,Holiday,Yes
17/02/2018,145,20,-2.1,38,2,2000,-14.5,0,0,0,Winter,Holiday,Yes
17/02/2018,133,21,-2.3,38,2.3,2000,-14.7,0,0,0,Winter,Holiday,Yes
17/02/2018,123,22,-2.7,42,2.2,2000,-13.8,0,0,0,Winter,Holiday,Yes
17/02/2018,117,23,-2.9,31,3.8,2000,-17.7,0,0,0,Winter,Holiday,Yes
18/02/2018,99,0,-3.6,33,1.7,2000,-17.5,0,0,0,Winter,No Holiday,Yes
18/02/2018,103,1,-4.4,33,1.4,2000,-18.2,0,0,0,Winter,No Holiday,Yes
18/02/2018,86,2,-4.7,33,0.1,2000,-18.5,0,0,0,Winter,No Holiday,Yes
18/02/2018,56,3,-4.5,26,0,2000,-21.1,0,0,0,Winter,No Holiday,Yes
18/02/2018,37,4,-4.1,27,0.6,2000,-20.3,0,0,0,Winter,No Holiday,Yes
18/02/2018,22,5,-4,28,0.5,2000,-19.8,0,0,0,Winter,No Holiday,Yes
18/02/2018,38,6,-4.1,30,1.1,2000,-19.1,0,0,0,Winter,No Holiday,Yes
18/02/2018,52,7,-4.6,31,1.2,2000,-19.2,0,0,0,Winter,No Holiday,Yes
18/02/2018,92,8,-4.8,31,0.8,2000,-19.3,0.02,0,0,Winter,No Holiday,Yes
18/02/2018,137,9,-4.1,30,0.5,2000,-19.1,0.28,0,0,Winter,No Holiday,Yes
18/02/2018,156,10,-1.8,23,0.6,2000,-20.2,0.8,0,0,Winter,No Holiday,Yes
18/02/2018,183,11,0,20,0.8,1975,-20.3,1.05,0,0,Winter,No Holiday,Yes
18/02/2018,263,12,2.2,17,1,1979,-20.4,1.75,0,0,Winter,No Holiday,Yes
18/02/2018,337,13,3.7,17,1.4,2000,-19.1,1.98,0,0,Winter,No Holiday,Yes
18/02/2018,372,14,4.1,17,1.8,1996,-18.8,1.87,0,0,Winter,No Holiday,Yes
18/02/2018,440,15,5,16,2,1970,-18.8,1.42,0,0,Winter,No Holiday,Yes
18/02/2018,404,16,5.1,16,1.8,1998,-18.7,1.17,0,0,Winter,No Holiday,Yes
18/02/2018,354,17,4.2,17,2.5,1990,-18.7,0.66,0,0,Winter,No Holiday,Yes
18/02/2018,310,18,2.8,25,3,2000,-15.3,0.22,0,0,Winter,No Holiday,Yes
18/02/2018,238,19,1.5,30,2.6,2000,-14.2,0,0,0,Winter,No Holiday,Yes
18/02/2018,213,20,0.6,33,1.9,2000,-13.8,0,0,0,Winter,No Holiday,Yes
18/02/2018,226,21,0.2,32,1.1,1951,-14.5,0,0,0,Winter,No Holiday,Yes
18/02/2018,191,22,-0.3,34,1.6,1981,-14.2,0,0,0,Winter,No Holiday,Yes
18/02/2018,153,23,-0.7,37,0.9,1814,-13.6,0,0,0,Winter,No Holiday,Yes
19/02/2018,148,0,-1.1,39,1.7,1832,-13.3,0,0,0,Winter,No Holiday,Yes
19/02/2018,101,1,-1.4,42,1.1,1805,-12.6,0,0,0,Winter,No Holiday,Yes
19/02/2018,59,2,-1.4,41,1.1,1582,-12.9,0,0,0,Winter,No Holiday,Yes
19/02/2018,42,3,-1.4,41,1.6,1870,-12.9,0,0,0,Winter,No Holiday,Yes
19/02/2018,50,4,-1.9,44,0.7,1907,-12.5,0,0,0,Winter,No Holiday,Yes
19/02/2018,59,5,-1.8,44,0.5,1862,-12.4,0,0,0,Winter,No Holiday,Yes
19/02/2018,139,6,-1.4,46,0.3,1651,-11.5,0,0,0,Winter,No Holiday,Yes
19/02/2018,349,7,-0.9,45,0.9,1820,-11.3,0,0,0,Winter,No Holiday,Yes
19/02/2018,646,8,-1.2,51,0.8,1800,-10,0.05,0,0,Winter,No Holiday,Yes
19/02/2018,347,9,-0.6,43,0.5,1596,-11.6,0.52,0,0,Winter,No Holiday,Yes
19/02/2018,235,10,2.6,45,1.2,1230,-8.1,1.17,0,0,Winter,No Holiday,Yes
19/02/2018,314,11,4.3,44,2.3,1091,-6.9,1.77,0,0,Winter,No Holiday,Yes
19/02/2018,361,12,4.7,43,2.1,1131,-6.8,1.38,0,0,Winter,No Holiday,Yes
19/02/2018,332,13,5.1,41,1.8,1097,-7,1.03,0,0,Winter,No Holiday,Yes
19/02/2018,373,14,5.6,38,1.6,1087,-7.6,1.1,0,0,Winter,No Holiday,Yes
19/02/2018,392,15,6.3,35,2.6,991,-8,1.2,0,0,Winter,No Holiday,Yes
19/02/2018,403,16,6.3,35,2.9,1117,-8,1.1,0,0,Winter,No Holiday,Yes
19/02/2018,522,17,5.7,36,3,1073,-8.2,0.57,0,0,Winter,No Holiday,Yes
19/02/2018,819,18,4.7,43,2.4,938,-6.8,0.19,0,0,Winter,No Holiday,Yes
19/02/2018,533,19,3.6,55,1.6,728,-4.6,0,0,0,Winter,No Holiday,Yes
19/02/2018,417,20,2.4,60,1.9,661,-4.5,0,0,0,Winter,No Holiday,Yes
19/02/2018,388,21,1.8,63,1.2,604,-4.5,0,0,0,Winter,No Holiday,Yes
19/02/2018,357,22,1,69,0.7,525,-4,0,0,0,Winter,No Holiday,Yes
19/02/2018,218,23,0.5,73,1.5,465,-3.7,0,0,0,Winter,No Holiday,Yes
20/02/2018,177,0,0,75,2.3,394,-3.9,0,0,0,Winter,No Holiday,Yes
20/02/2018,172,1,-0.5,76,1.6,402,-4.2,0,0,0,Winter,No Holiday,Yes
20/02/2018,115,2,-0.8,76,0.8,421,-4.5,0,0,0,Winter,No Holiday,Yes
20/02/2018,63,3,-1.3,80,0.7,392,-4.3,0,0,0,Winter,No Holiday,Yes
20/02/2018,64,4,-1.6,83,0.6,368,-4.1,0,0,0,Winter,No Holiday,Yes
20/02/2018,79,5,-1.8,82,1.3,375,-4.4,0,0,0,Winter,No Holiday,Yes
20/02/2018,164,6,-2.1,82,1.8,381,-4.7,0,0,0,Winter,No Holiday,Yes
20/02/2018,404,7,-2.2,76,1.9,527,-5.8,0,0,0,Winter,No Holiday,Yes
20/02/2018,727,8,-2.1,71,1.7,610,-6.6,0.06,0,0,Winter,No Holiday,Yes
20/02/2018,384,9,-1.4,56,1.4,709,-9,0.54,0,0,Winter,No Holiday,Yes
20/02/2018,265,10,1.1,38,3.1,1184,-11.6,1.13,0,0,Winter,No Holiday,Yes
20/02/2018,322,11,2.8,35,3.9,1265,-11.1,1.71,0,0,Winter,No Holiday,Yes
20/02/2018,356,12,4,23,3.5,1785,-15.3,2.03,0,0,Winter,No Holiday,Yes
20/02/2018,370,13,4.2,22,3.9,1812,-15.6,2.21,0,0,Winter,No Holiday,Yes
20/02/2018,335,14,5,20,3.7,1866,-16.1,2.12,0,0,Winter,No Holiday,Yes
20/02/2018,431,15,5.4,18,3.7,1940,-17,1.82,0,0,Winter,No Holiday,Yes
20/02/2018,393,16,5.1,17,3.4,2000,-18,1.2,0,0,Winter,No Holiday,Yes
20/02/2018,514,17,3.9,19,3.6,2000,-17.6,0.58,0,0,Winter,No Holiday,Yes
20/02/2018,764,18,3.2,20,2.9,2000,-17.6,0.16,0,0,Winter,No Holiday,Yes
20/02/2018,522,19,2.5,21,2.2,2000,-17.6,0,0,0,Winter,No Holiday,Yes
20/02/2018,358,20,1.8,19,3.1,2000,-19.4,0,0,0,Winter,No Holiday,Yes
20/02/2018,415,21,1.1,21,1.6,2000,-18.8,0,0,0,Winter,No Holiday,Yes
20/02/2018,319,22,0.5,22,2.9,2000,-18.8,0,0,0,Winter,No Holiday,Yes
20/02/2018,242,23,-0.5,26,3.3,2000,-17.7,0,0,0,Winter,No Holiday,Yes
21/02/2018,171,0,-1.4,28,3.4,1990,-17.6,0,0,0,Winter,No Holiday,Yes
21/02/2018,162,1,-2.2,31,1.1,1970,-17,0,0,0,Winter,No Holiday,Yes
21/02/2018,105,2,-2.9,31,1.6,1931,-17.7,0,0,0,Winter,No Holiday,Yes
21/02/2018,59,3,-3.4,32,0.9,1977,-17.7,0,0,0,Winter,No Holiday,Yes
21/02/2018,50,4,-3.8,32,1.1,2000,-18.1,0,0,0,Winter,No Holiday,Yes
21/02/2018,63,5,-4,35,1.8,2000,-17.2,0,0,0,Winter,No Holiday,Yes
21/02/2018,159,6,-4,34,3.4,2000,-17.5,0,0,0,Winter,No Holiday,Yes
21/02/2018,385,7,-4.1,35,3.5,1980,-17.3,0,0,0,Winter,No Holiday,Yes
21/02/2018,718,8,-4.3,36,1.9,1955,-17.1,0.06,0,0,Winter,No Holiday,Yes
21/02/2018,373,9,-3.8,28,1.7,1904,-19.6,0.63,0,0,Winter,No Holiday,Yes
21/02/2018,244,10,-1.8,25,2.6,1913,-19.2,1.17,0,0,Winter,No Holiday,Yes
21/02/2018,276,11,0.2,22,2.2,1907,-19,1.57,0,0,Winter,No Holiday,Yes
21/02/2018,351,12,2.2,17,2,1824,-20.4,1.99,0,0,Winter,No Holiday,Yes
21/02/2018,299,13,2.9,14,3.3,2000,-22,2.14,0,0,Winter,No Holiday,Yes
21/02/2018,365,14,3.3,14,2.9,1985,-21.7,2.49,0,0,Winter,No Holiday,Yes
21/02/2018,366,15,4.2,15,2.7,1995,-20.2,2.21,0,0,Winter,No Holiday,Yes
21/02/2018,409,16,3.7,14,3.9,2000,-21.4,1.71,0,0,Winter,No Holiday,Yes
21/02/2018,469,17,3.1,14,3.7,2000,-21.9,1,0,0,Winter,No Holiday,Yes
21/02/2018,784,18,1.8,16,3.4,2000,-21.4,0.31,0,0,Winter,No Holiday,Yes
21/02/2018,460,19,-0.1,39,2.8,2000,-12.4,0,0,0,Winter,No Holiday,Yes
21/02/2018,356,20,-1.1,43,1.5,2000,-12.1,0,0,0,Winter,No Holiday,Yes
21/02/2018,345,21,-1.6,52,2.2,2000,-10.1,0,0,0,Winter,No Holiday,Yes
21/02/2018,299,22,-2.2,55,1.4,2000,-10,0,0,0,Winter,No Holiday,Yes
21/02/2018,223,23,-2.7,58,1.1,2000,-9.8,0,0,0,Winter,No Holiday,Yes
22/02/2018,195,0,-2.7,58,1.7,2000,-9.8,0,0,0,Winter,No Holiday,Yes
22/02/2018,190,1,-2.2,58,1,2000,-9.3,0,0,0,Winter,No Holiday,Yes
22/02/2018,116,2,-2.9,57,0,1985,-10.2,0,0,0,Winter,No Holiday,Yes
22/02/2018,71,3,-2.8,57,0.5,1995,-10.1,0,0,0,Winter,No Holiday,Yes
22/02/2018,66,4,-2.4,58,0.3,2000,-9.5,0,0,0,Winter,No Holiday,Yes
22/02/2018,75,5,-2.4,59,1.1,1984,-9.3,0,0,0,Winter,No Holiday,Yes
22/02/2018,151,6,-3,62,0.8,1996,-9.2,0,0,0,Winter,No Holiday,Yes
22/02/2018,373,7,-3.7,64,0.7,1891,-9.5,0,0,0,Winter,No Holiday,Yes
22/02/2018,783,8,-3.6,63,0.9,1473,-9.6,0.07,0,0,Winter,No Holiday,Yes
22/02/2018,383,9,-1.9,51,0.9,1654,-10.7,0.58,0,0,Winter,No Holiday,Yes
22/02/2018,259,10,0.9,44,1.1,1826,-10,1.16,0,0,Winter,No Holiday,Yes
22/02/2018,308,11,2.7,44,0.9,1761,-8.3,1.45,0,0,Winter,No Holiday,Yes
22/02/2018,352,12,4.8,47,2.6,1373,-5.5,1.72,0,0,Winter,No Holiday,Yes
22/02/2018,316,13,4.5,51,3.8,1108,-4.7,1.08,0,0,Winter,No Holiday,Yes
22/02/2018,331,14,4.8,50,4.3,1168,-4.7,1.01,0,0,Winter,No Holiday,Yes
22/02/2018,356,15,5,49,4.4,1138,-4.8,0.96,0,0,Winter,No Holiday,Yes
22/02/2018,404,16,5,50,4.3,1121,-4.5,0.74,0,0,Winter,No Holiday,Yes
22/02/2018,465,17,4.6,52,3.9,1059,-4.4,0.5,0,0,Winter,No Holiday,Yes
22/02/2018,730,18,3.9,56,4,1004,-4,0.18,0,0,Winter,No Holiday,Yes
22/02/2018,499,19,3.5,60,2.7,936,-3.5,0,0,0,Winter,No Holiday,Yes
22/02/2018,348,20,3,62,2.4,975,-3.5,0,0,0,Winter,No Holiday,Yes
22/02/2018,393,21,2.9,64,2.5,1154,-3.2,0,0,0,Winter,No Holiday,Yes
22/02/2018,346,22,2.9,65,2.3,1150,-3,0,0,0,Winter,No Holiday,Yes
22/02/2018,202,23,2.9,63,2.6,1253,-3.4,0,0,0,Winter,No Holiday,Yes
23/02/2018,42,0,1.7,86,2.7,54,-0.3,0,0.4,0.4,Winter,No Holiday,Yes
23/02/2018,55,1,0.6,96,2.1,118,0,0,0,4,Winter,No Holiday,Yes
23/02/2018,62,2,0.7,97,1.4,197,0.2,0,0,4.1,Winter,No Holiday,Yes
23/02/2018,32,3,0.9,97,1.2,243,0.4,0,3.7,4.1,Winter,No Holiday,Yes
23/02/2018,36,4,1.1,96,2.5,241,0.5,0,0,3.9,Winter,No Holiday,Yes
23/02/2018,39,5,1,91,0.7,257,-0.3,0,0,3.8,Winter,No Holiday,Yes
23/02/2018,63,6,0.4,95,0.3,197,-0.3,0,0,3.8,Winter,No Holiday,Yes
23/02/2018,174,7,-0.1,97,0.5,179,-0.5,0,0,3.8,Winter,No Holiday,Yes
